jornada,match,result,liga
https://resultados.as.com/resultados/futbol/primera/2017_2018/jornada/regular_a_24/,Atlético - Athletic en directo,2 - 0,primera
https://resultados.as.com/resultados/futbol/primera/2017_2018/jornada/regular_a_24/,Espanyol - Villarreal en directo,1 - 1,primera
https://resultados.as.com/resultados/futbol/primera/2017_2018/jornada/regular_a_24/,Betis - Real Madrid en directo,3 - 5,primera
https://resultados.as.com/resultados/futbol/primera/2017_2018/jornada/regular_a_24/,R. Sociedad - Levante en directo,3 - 0,primera
https://resultados.as.com/resultados/futbol/primera/2017_2018/jornada/regular_a_24/,Getafe - Celta en directo,3 - 0,primera
https://resultados.as.com/resultados/futbol/primera/2017_2018/jornada/regular_a_21/,Athletic - Eibar en directo,1 - 1,primera
https://resultados.as.com/resultados/futbol/primera/2017_2018/jornada/regular_a_23/,Athletic - Las Palmas en directo,0 - 0,primera
https://resultados.as.com/resultados/futbol/primera/2017_2018/jornada/regular_a_21/,Deportivo - Levante en directo,2 - 2,primera
https://resultados.as.com/resultados/futbol/primera/2017_2018/jornada/regular_a_21/,Málaga - Girona en directo,0 - 0,primera
https://resultados.as.com/resultados/futbol/primera/2017_2018/jornada/regular_a_21/,Valencia - Real Madrid en directo,1 - 4,primera
https://resultados.as.com/resultados/futbol/primera/2017_2018/jornada/regular_a_21/,Villarreal - R. Sociedad en directo,4 - 2,primera
https://resultados.as.com/resultados/futbol/primera/2017_2018/jornada/regular_a_21/,Atlético - Las Palmas en directo,3 - 0,primera
https://resultados.as.com/resultados/futbol/primera/2017_2018/jornada/regular_a_21/,Barcelona - Alavés en directo,2 - 1,primera
https://resultados.as.com/resultados/futbol/primera/2017_2018/jornada/regular_a_21/,Leganés - Espanyol en directo,3 - 2,primera
https://resultados.as.com/resultados/futbol/primera/2017_2018/jornada/regular_a_21/,Sevilla - Getafe en directo,1 - 1,primera
https://resultados.as.com/resultados/futbol/primera/2017_2018/jornada/regular_a_21/,Celta - Betis en directo,3 - 2,primera
https://resultados.as.com/resultados/futbol/primera/2017_2018/jornada/regular_a_23/,Leganés - Eibar en directo,0 - 1,primera
https://resultados.as.com/resultados/futbol/primera/2017_2018/jornada/regular_a_23/,Málaga - Atlético en directo,0 - 1,primera
https://resultados.as.com/resultados/futbol/primera/2017_2018/jornada/regular_a_23/,Real Madrid - R. Sociedad en directo,5 - 2,primera
https://resultados.as.com/resultados/futbol/primera/2017_2018/jornada/regular_a_23/,Villarreal - Alavés en directo,1 - 2,primera
https://resultados.as.com/resultados/futbol/primera/2017_2018/jornada/regular_a_23/,Barcelona - Getafe en directo,0 - 0,primera
https://resultados.as.com/resultados/futbol/primera/2017_2018/jornada/regular_a_23/,Celta - Espanyol en directo,2 - 2,primera
https://resultados.as.com/resultados/futbol/primera/2017_2018/jornada/regular_a_23/,Sevilla - Girona en directo,1 - 0,primera
https://resultados.as.com/resultados/futbol/primera/2017_2018/jornada/regular_a_23/,Valencia - Levante en directo,3 - 1,primera
https://resultados.as.com/resultados/futbol/primera/2017_2018/jornada/regular_a_23/,Deportivo - Betis en directo,0 - 1,primera
https://resultados.as.com/resultados/futbol/primera/2017_2018/jornada/regular_a_27/,Deportivo - Eibar en directo,1 - 1,primera
https://resultados.as.com/resultados/futbol/primera/2017_2018/jornada/regular_a_28/,Girona - Deportivo en directo,2 - 0,primera
https://resultados.as.com/resultados/futbol/primera/2017_2018/jornada/regular_a_30/,Athletic - Celta en directo,1 - 1,primera
https://resultados.as.com/resultados/futbol/primera/2017_2018/jornada/regular_a_27/,Leganés - Málaga en directo,2 - 0,primera
https://resultados.as.com/resultados/futbol/primera/2017_2018/jornada/regular_a_27/,Real Madrid - Getafe en directo,3 - 1,primera
https://resultados.as.com/resultados/futbol/primera/2017_2018/jornada/regular_a_27/,Sevilla - Athletic en directo,2 - 0,primera
https://resultados.as.com/resultados/futbol/primera/2017_2018/jornada/regular_a_27/,Villarreal - Girona en directo,0 - 2,primera
https://resultados.as.com/resultados/futbol/primera/2017_2018/jornada/regular_a_27/,Barcelona - Atlético en directo,1 - 0,primera
https://resultados.as.com/resultados/futbol/primera/2017_2018/jornada/regular_a_27/,Levante - Espanyol en directo,1 - 1,primera
https://resultados.as.com/resultados/futbol/primera/2017_2018/jornada/regular_a_27/,R. Sociedad - Alavés en directo,2 - 1,primera
https://resultados.as.com/resultados/futbol/primera/2017_2018/jornada/regular_a_27/,Valencia - Betis en directo,2 - 0,primera
https://resultados.as.com/resultados/futbol/primera/2017_2018/jornada/regular_a_27/,Celta - Las Palmas en directo,2 - 1,primera
https://resultados.as.com/resultados/futbol/primera/2017_2018/jornada/regular_a_29/,Levante - Eibar en directo,2 - 1,primera
https://resultados.as.com/resultados/futbol/primera/2017_2018/jornada/regular_a_28/,Eibar - Real Madrid en directo,1 - 2,primera
https://resultados.as.com/resultados/futbol/primera/2017_2018/jornada/regular_a_28/,Getafe - Levante en directo,0 - 1,primera
https://resultados.as.com/resultados/futbol/primera/2017_2018/jornada/regular_a_28/,Málaga - Barcelona en directo,0 - 2,primera
https://resultados.as.com/resultados/futbol/primera/2017_2018/jornada/regular_a_28/,Sevilla - Valencia en directo,0 - 2,primera
https://resultados.as.com/resultados/futbol/primera/2017_2018/jornada/regular_a_28/,Athletic - Leganés en directo,2 - 0,primera
https://resultados.as.com/resultados/futbol/primera/2017_2018/jornada/regular_a_28/,Atlético - Celta en directo,3 - 0,primera
https://resultados.as.com/resultados/futbol/primera/2017_2018/jornada/regular_a_28/,Espanyol - R. Sociedad en directo,2 - 1,primera
https://resultados.as.com/resultados/futbol/primera/2017_2018/jornada/regular_a_28/,Las Palmas - Villarreal en directo,0 - 2,primera
https://resultados.as.com/resultados/futbol/primera/2017_2018/jornada/regular_a_28/,Alavés - Betis en directo,1 - 3,primera
https://resultados.as.com/resultados/futbol/primera/2017_2018/jornada/regular_a_30/,Girona - Levante en directo,1 - 1,primera
https://resultados.as.com/resultados/futbol/primera/2017_2018/jornada/regular_a_30/,Las Palmas - Real Madrid en directo,0 - 3,primera
https://resultados.as.com/resultados/futbol/primera/2017_2018/jornada/regular_a_30/,Sevilla - Barcelona en directo,2 - 2,primera
https://resultados.as.com/resultados/futbol/primera/2017_2018/jornada/regular_a_30/,Atlético - Deportivo en directo,1 - 0,primera
https://resultados.as.com/resultados/futbol/primera/2017_2018/jornada/regular_a_30/,Eibar - R. Sociedad en directo,0 - 0,primera
https://resultados.as.com/resultados/futbol/primera/2017_2018/jornada/regular_a_30/,Espanyol - Alavés en directo,0 - 0,primera
https://resultados.as.com/resultados/futbol/primera/2017_2018/jornada/regular_a_30/,Leganés - Valencia en directo,0 - 1,primera
https://resultados.as.com/resultados/futbol/primera/2017_2018/jornada/regular_a_30/,Málaga - Villarreal en directo,1 - 0,primera
https://resultados.as.com/resultados/futbol/primera/2017_2018/jornada/regular_a_30/,Getafe - Betis en directo,0 - 1,primera
https://resultados.as.com/resultados/futbol/primera/2017_2018/jornada/regular_a_26/,Espanyol - Real Madrid en directo,1 - 0,primera
https://resultados.as.com/resultados/futbol/primera/2017_2018/jornada/regular_a_31/,Deportivo - Málaga en directo,3 - 2,primera
https://resultados.as.com/resultados/futbol/primera/2017_2018/jornada/regular_a_29/,Deportivo - Las Palmas en directo,1 - 1,primera
https://resultados.as.com/resultados/futbol/primera/2017_2018/jornada/regular_a_29/,Betis - Espanyol en directo,3 - 0,primera
https://resultados.as.com/resultados/futbol/primera/2017_2018/jornada/regular_a_29/,R. Sociedad - Getafe en directo,1 - 2,primera
https://resultados.as.com/resultados/futbol/primera/2017_2018/jornada/regular_a_29/,Valencia - Alavés en directo,3 - 1,primera
https://resultados.as.com/resultados/futbol/primera/2017_2018/jornada/regular_a_29/,Barcelona - Athletic en directo,2 - 0,primera
https://resultados.as.com/resultados/futbol/primera/2017_2018/jornada/regular_a_29/,Celta - Málaga en directo,0 - 0,primera
https://resultados.as.com/resultados/futbol/primera/2017_2018/jornada/regular_a_29/,Leganés - Sevilla en directo,2 - 1,primera
https://resultados.as.com/resultados/futbol/primera/2017_2018/jornada/regular_a_29/,Real Madrid - Girona en directo,6 - 3,primera
https://resultados.as.com/resultados/futbol/primera/2017_2018/jornada/regular_a_29/,Villarreal - Atlético en directo,2 - 1,primera
https://resultados.as.com/resultados/futbol/primera/2017_2018/jornada/regular_a_26/,Girona - Celta en directo,1 - 0,primera
https://resultados.as.com/resultados/futbol/primera/2017_2018/jornada/regular_a_26/,Athletic - Valencia en directo,1 - 1,primera
https://resultados.as.com/resultados/futbol/primera/2017_2018/jornada/regular_a_26/,Atlético - Leganés en directo,4 - 0,primera
https://resultados.as.com/resultados/futbol/primera/2017_2018/jornada/regular_a_26/,Eibar - Villarreal en directo,1 - 0,primera
https://resultados.as.com/resultados/futbol/primera/2017_2018/jornada/regular_a_26/,Getafe - Deportivo en directo,3 - 0,primera
https://resultados.as.com/resultados/futbol/primera/2017_2018/jornada/regular_a_26/,Málaga - Sevilla en directo,0 - 1,primera
https://resultados.as.com/resultados/futbol/primera/2017_2018/jornada/regular_a_26/,Alavés - Levante en directo,1 - 0,primera
https://resultados.as.com/resultados/futbol/primera/2017_2018/jornada/regular_a_26/,Las Palmas - Barcelona en directo,1 - 1,primera
https://resultados.as.com/resultados/futbol/primera/2017_2018/jornada/regular_a_26/,Betis - R. Sociedad en directo,0 - 0,primera
https://resultados.as.com/resultados/futbol/primera/2017_2018/jornada/regular_a_31/,Alavés - Getafe en directo,2 - 0,primera
https://resultados.as.com/resultados/futbol/primera/2017_2018/jornada/regular_a_31/,Barcelona - Leganés en directo,3 - 1,primera
https://resultados.as.com/resultados/futbol/primera/2017_2018/jornada/regular_a_31/,Celta - Sevilla en directo,4 - 0,primera
https://resultados.as.com/resultados/futbol/primera/2017_2018/jornada/regular_a_31/,Betis - Eibar en directo,2 - 0,primera
https://resultados.as.com/resultados/futbol/primera/2017_2018/jornada/regular_a_31/,Levante - Las Palmas en directo,2 - 1,primera
https://resultados.as.com/resultados/futbol/primera/2017_2018/jornada/regular_a_31/,Real Madrid - Atlético en directo,1 - 1,primera
https://resultados.as.com/resultados/futbol/primera/2017_2018/jornada/regular_a_31/,R. Sociedad - Girona en directo,5 - 0,primera
https://resultados.as.com/resultados/futbol/primera/2017_2018/jornada/regular_a_31/,Valencia - Espanyol en directo,1 - 0,primera
https://resultados.as.com/resultados/futbol/primera/2017_2018/jornada/regular_a_31/,Villarreal - Athletic en directo,1 - 3,primera
https://resultados.as.com/resultados/futbol/primera/2017_2018/jornada/regular_a_34/,Leganés - Deportivo en directo,0 - 0,primera
https://resultados.as.com/resultados/futbol/primera/2017_2018/jornada/regular_a_32/,Girona - Betis en directo,0 - 1,primera
https://resultados.as.com/resultados/futbol/primera/2017_2018/jornada/regular_a_33/,Celta - Barcelona en directo,2 - 2,primera
https://resultados.as.com/resultados/futbol/primera/2017_2018/jornada/regular_a_34/,Celta - Valencia en directo,1 - 1,primera
https://resultados.as.com/resultados/futbol/primera/2017_2018/jornada/regular_a_34/,Eibar - Getafe en directo,0 - 1,primera
https://resultados.as.com/resultados/futbol/primera/2017_2018/jornada/regular_a_34/,Atlético - Betis en directo,0 - 0,primera
https://resultados.as.com/resultados/futbol/primera/2017_2018/jornada/regular_a_34/,Girona - Espanyol en directo,0 - 2,primera
https://resultados.as.com/resultados/futbol/primera/2017_2018/jornada/regular_a_34/,Las Palmas - Alavés en directo,0 - 4,primera
https://resultados.as.com/resultados/futbol/primera/2017_2018/jornada/regular_a_34/,Málaga - R. Sociedad en directo,2 - 0,primera
https://resultados.as.com/resultados/futbol/primera/2017_2018/jornada/regular_a_34/,Athletic - Levante en directo,1 - 3,primera
https://resultados.as.com/resultados/futbol/primera/2017_2018/jornada/regular_a_32/,Athletic - Deportivo en directo,2 - 3,primera
https://resultados.as.com/resultados/futbol/primera/2017_2018/jornada/regular_a_32/,Barcelona - Valencia en directo,2 - 1,primera
https://resultados.as.com/resultados/futbol/primera/2017_2018/jornada/regular_a_32/,Las Palmas - R. Sociedad en directo,0 - 1,primera
https://resultados.as.com/resultados/futbol/primera/2017_2018/jornada/regular_a_32/,Leganés - Celta en directo,1 - 0,primera
https://resultados.as.com/resultados/futbol/primera/2017_2018/jornada/regular_a_32/,Sevilla - Villarreal en directo,2 - 2,primera
https://resultados.as.com/resultados/futbol/primera/2017_2018/jornada/regular_a_32/,Atlético - Levante en directo,3 - 0,primera
https://resultados.as.com/resultados/futbol/primera/2017_2018/jornada/regular_a_32/,Eibar - Alavés en directo,0 - 1,primera
https://resultados.as.com/resultados/futbol/primera/2017_2018/jornada/regular_a_32/,Getafe - Espanyol en directo,1 - 0,primera
https://resultados.as.com/resultados/futbol/primera/2017_2018/jornada/regular_a_32/,Málaga - Real Madrid en directo,1 - 2,primera
https://resultados.as.com/resultados/futbol/primera/2017_2018/jornada/regular_a_33/,Deportivo - Sevilla en directo,0 - 0,primera
https://resultados.as.com/resultados/futbol/primera/2017_2018/jornada/regular_a_33/,Villarreal - Leganés en directo,2 - 1,primera
https://resultados.as.com/resultados/futbol/primera/2017_2018/jornada/regular_a_33/,Espanyol - Eibar en directo,0 - 1,primera
https://resultados.as.com/resultados/futbol/primera/2017_2018/jornada/regular_a_33/,Real Madrid - Athletic en directo,1 - 1,primera
https://resultados.as.com/resultados/futbol/primera/2017_2018/jornada/regular_a_33/,Valencia - Getafe en directo,1 - 2,primera
https://resultados.as.com/resultados/futbol/primera/2017_2018/jornada/regular_a_33/,Alavés - Girona en directo,1 - 2,primera
https://resultados.as.com/resultados/futbol/primera/2017_2018/jornada/regular_a_33/,Levante - Málaga en directo,1 - 0,primera
https://resultados.as.com/resultados/futbol/primera/2017_2018/jornada/regular_a_33/,Betis - Las Palmas en directo,1 - 0,primera
https://resultados.as.com/resultados/futbol/primera/2017_2018/jornada/regular_a_33/,R. Sociedad - Atlético en directo,3 - 0,primera
https://resultados.as.com/resultados/futbol/segunda/2017_2018/jornada/regular_a_1/,Lorca FC - Cultural en directo,2 - 0,segunda
https://resultados.as.com/resultados/futbol/segunda/2017_2018/jornada/regular_a_1/,Tenerife - Real Zaragoza en directo,1 - 0,segunda
https://resultados.as.com/resultados/futbol/segunda/2017_2018/jornada/regular_a_1/,Alcorcón - Sporting en directo,0 - 0,segunda
https://resultados.as.com/resultados/futbol/segunda/2017_2018/jornada/regular_a_1/,Córdoba - Cádiz en directo,1 - 2,segunda
https://resultados.as.com/resultados/futbol/segunda/2017_2018/jornada/regular_a_1/,Numancia - Huesca en directo,1 - 0,segunda
https://resultados.as.com/resultados/futbol/segunda/2017_2018/jornada/regular_a_1/,Osasuna - Sevilla Atlético en directo,1 - 1,segunda
https://resultados.as.com/resultados/futbol/segunda/2017_2018/jornada/regular_a_1/,Valladolid - Barcelona B en directo,1 - 2,segunda
https://resultados.as.com/resultados/futbol/segunda/2017_2018/jornada/regular_a_1/,Gimnàstic - Almería en directo,0 - 1,segunda
https://resultados.as.com/resultados/futbol/segunda/2017_2018/jornada/regular_a_1/,Granada - Albacete en directo,0 - 0,segunda
https://resultados.as.com/resultados/futbol/segunda/2017_2018/jornada/regular_a_1/,Oviedo - Rayo en directo,2 - 3,segunda
https://resultados.as.com/resultados/futbol/segunda/2017_2018/jornada/regular_a_1/,Lugo - Reus en directo,0 - 0,segunda
https://resultados.as.com/resultados/futbol/segunda/2017_2018/jornada/regular_a_4/,Cádiz - Gimnàstic en directo,2 - 0,segunda
https://resultados.as.com/resultados/futbol/segunda/2017_2018/jornada/regular_a_4/,Almería - Lorca FC en directo,2 - 1,segunda
https://resultados.as.com/resultados/futbol/segunda/2017_2018/jornada/regular_a_4/,Barcelona B - Córdoba en directo,4 - 0,segunda
https://resultados.as.com/resultados/futbol/segunda/2017_2018/jornada/regular_a_4/,Huesca - Sevilla Atlético en directo,0 - 0,segunda
https://resultados.as.com/resultados/futbol/segunda/2017_2018/jornada/regular_a_4/,Sporting - Oviedo en directo,1 - 1,segunda
https://resultados.as.com/resultados/futbol/segunda/2017_2018/jornada/regular_a_4/,Albacete - Lugo en directo,0 - 1,segunda
https://resultados.as.com/resultados/futbol/segunda/2017_2018/jornada/regular_a_4/,Cultural - Valladolid en directo,4 - 4,segunda
https://resultados.as.com/resultados/futbol/segunda/2017_2018/jornada/regular_a_4/,Rayo - Osasuna en directo,0 - 3,segunda
https://resultados.as.com/resultados/futbol/segunda/2017_2018/jornada/regular_a_4/,Real Zaragoza - Alcorcón en directo,0 - 1,segunda
https://resultados.as.com/resultados/futbol/segunda/2017_2018/jornada/regular_a_4/,Tenerife - Granada en directo,2 - 2,segunda
https://resultados.as.com/resultados/futbol/segunda/2017_2018/jornada/regular_a_4/,Reus - Numancia en directo,1 - 0,segunda
https://resultados.as.com/resultados/futbol/segunda/2017_2018/jornada/regular_a_8/,Almería - Huesca en directo,0 - 3,segunda
https://resultados.as.com/resultados/futbol/segunda/2017_2018/jornada/regular_a_8/,Cádiz - Osasuna en directo,0 - 2,segunda
https://resultados.as.com/resultados/futbol/segunda/2017_2018/jornada/regular_a_8/,Reus - Cultural en directo,1 - 1,segunda
https://resultados.as.com/resultados/futbol/segunda/2017_2018/jornada/regular_a_8/,Sporting - Sevilla Atlético en directo,3 - 0,segunda
https://resultados.as.com/resultados/futbol/segunda/2017_2018/jornada/regular_a_8/,Tenerife - Gimnàstic en directo,2 - 0,segunda
https://resultados.as.com/resultados/futbol/segunda/2017_2018/jornada/regular_a_8/,Albacete - Lorca FC en directo,2 - 1,segunda
https://resultados.as.com/resultados/futbol/segunda/2017_2018/jornada/regular_a_8/,Barcelona B - Oviedo en directo,1 - 1,segunda
https://resultados.as.com/resultados/futbol/segunda/2017_2018/jornada/regular_a_8/,Córdoba - Alcorcón en directo,3 - 0,segunda
https://resultados.as.com/resultados/futbol/segunda/2017_2018/jornada/regular_a_8/,Granada - Lugo en directo,2 - 0,segunda
https://resultados.as.com/resultados/futbol/segunda/2017_2018/jornada/regular_a_8/,Rayo - Valladolid en directo,4 - 1,segunda
https://resultados.as.com/resultados/futbol/segunda/2017_2018/jornada/regular_a_8/,Real Zaragoza - Numancia en directo,3 - 0,segunda
https://resultados.as.com/resultados/futbol/segunda/2017_2018/jornada/regular_a_5/,Lugo - Real Zaragoza en directo,2 - 1,segunda
https://resultados.as.com/resultados/futbol/segunda/2017_2018/jornada/regular_a_5/,Lorca FC - Reus en directo,1 - 1,segunda
https://resultados.as.com/resultados/futbol/segunda/2017_2018/jornada/regular_a_5/,Numancia - Sporting en directo,3 - 0,segunda
https://resultados.as.com/resultados/futbol/segunda/2017_2018/jornada/regular_a_5/,Osasuna - Almería en directo,2 - 1,segunda
https://resultados.as.com/resultados/futbol/segunda/2017_2018/jornada/regular_a_5/,Valladolid - Granada en directo,2 - 1,segunda
https://resultados.as.com/resultados/futbol/segunda/2017_2018/jornada/regular_a_5/,Sevilla Atlético - Rayo en directo,0 - 0,segunda
https://resultados.as.com/resultados/futbol/segunda/2017_2018/jornada/regular_a_5/,Alcorcón - Barcelona B en directo,1 - 1,segunda
https://resultados.as.com/resultados/futbol/segunda/2017_2018/jornada/regular_a_5/,Cultural - Huesca en directo,3 - 2,segunda
https://resultados.as.com/resultados/futbol/segunda/2017_2018/jornada/regular_a_5/,Córdoba - Tenerife en directo,2 - 0,segunda
https://resultados.as.com/resultados/futbol/segunda/2017_2018/jornada/regular_a_5/,Gimnàstic - Albacete en directo,3 - 1,segunda
https://resultados.as.com/resultados/futbol/segunda/2017_2018/jornada/regular_a_5/,Oviedo - Cádiz en directo,1 - 0,segunda
https://resultados.as.com/resultados/futbol/segunda/2017_2018/jornada/regular_a_2/,Albacete - Córdoba en directo,0 - 3,segunda
https://resultados.as.com/resultados/futbol/segunda/2017_2018/jornada/regular_a_2/,Almería - Oviedo en directo,1 - 1,segunda
https://resultados.as.com/resultados/futbol/segunda/2017_2018/jornada/regular_a_2/,Cultural - Osasuna en directo,2 - 1,segunda
https://resultados.as.com/resultados/futbol/segunda/2017_2018/jornada/regular_a_2/,Huesca - Lorca FC en directo,2 - 0,segunda
https://resultados.as.com/resultados/futbol/segunda/2017_2018/jornada/regular_a_2/,Rayo - Numancia en directo,2 - 2,segunda
https://resultados.as.com/resultados/futbol/segunda/2017_2018/jornada/regular_a_2/,Sevilla Atlético - Valladolid en directo,1 - 2,segunda
https://resultados.as.com/resultados/futbol/segunda/2017_2018/jornada/regular_a_2/,Cádiz - Alcorcón en directo,0 - 0,segunda
https://resultados.as.com/resultados/futbol/segunda/2017_2018/jornada/regular_a_2/,Real Zaragoza - Granada en directo,1 - 1,segunda
https://resultados.as.com/resultados/futbol/segunda/2017_2018/jornada/regular_a_2/,Reus - Gimnàstic en directo,1 - 1,segunda
https://resultados.as.com/resultados/futbol/segunda/2017_2018/jornada/regular_a_2/,Sporting - Lugo en directo,2 - 0,segunda
https://resultados.as.com/resultados/futbol/segunda/2017_2018/jornada/regular_a_2/,Barcelona B - Tenerife en directo,0 - 3,segunda
https://resultados.as.com/resultados/futbol/segunda/2017_2018/jornada/regular_a_3/,Granada - Barcelona B en directo,2 - 2,segunda
https://resultados.as.com/resultados/futbol/segunda/2017_2018/jornada/regular_a_6/,Almería - Sevilla Atlético en directo,3 - 0,segunda
https://resultados.as.com/resultados/futbol/segunda/2017_2018/jornada/regular_a_7/,Cultural - Almería en directo,0 - 0,segunda
https://resultados.as.com/resultados/futbol/segunda/2017_2018/jornada/regular_a_3/,Gimnàstic - Sporting en directo,0 - 4,segunda
https://resultados.as.com/resultados/futbol/segunda/2017_2018/jornada/regular_a_3/,Lorca FC - Rayo en directo,0 - 0,segunda
https://resultados.as.com/resultados/futbol/segunda/2017_2018/jornada/regular_a_3/,Lugo - Cádiz en directo,0 - 1,segunda
https://resultados.as.com/resultados/futbol/segunda/2017_2018/jornada/regular_a_3/,Numancia - Almería en directo,1 - 0,segunda
https://resultados.as.com/resultados/futbol/segunda/2017_2018/jornada/regular_a_3/,Osasuna - Huesca en directo,1 - 1,segunda
https://resultados.as.com/resultados/futbol/segunda/2017_2018/jornada/regular_a_3/,Córdoba - Real Zaragoza en directo,1 - 2,segunda
https://resultados.as.com/resultados/futbol/segunda/2017_2018/jornada/regular_a_3/,Oviedo - Reus en directo,3 - 0,segunda
https://resultados.as.com/resultados/futbol/segunda/2017_2018/jornada/regular_a_3/,Valladolid - Tenerife en directo,2 - 0,segunda
https://resultados.as.com/resultados/futbol/segunda/2017_2018/jornada/regular_a_6/,Granada - Córdoba en directo,3 - 1,segunda
https://resultados.as.com/resultados/futbol/segunda/2017_2018/jornada/regular_a_6/,Reus - Osasuna en directo,0 - 0,segunda
https://resultados.as.com/resultados/futbol/segunda/2017_2018/jornada/regular_a_6/,Sporting - Lorca FC en directo,1 - 0,segunda
https://resultados.as.com/resultados/futbol/segunda/2017_2018/jornada/regular_a_6/,Tenerife - Alcorcón en directo,4 - 0,segunda
https://resultados.as.com/resultados/futbol/segunda/2017_2018/jornada/regular_a_6/,Albacete - Oviedo en directo,2 - 1,segunda
https://resultados.as.com/resultados/futbol/segunda/2017_2018/jornada/regular_a_6/,Cádiz - Numancia en directo,0 - 0,segunda
https://resultados.as.com/resultados/futbol/segunda/2017_2018/jornada/regular_a_7/,Lorca FC - Cádiz en directo,3 - 0,segunda
https://resultados.as.com/resultados/futbol/segunda/2017_2018/jornada/regular_a_7/,Numancia - Albacete en directo,5 - 1,segunda
https://resultados.as.com/resultados/futbol/segunda/2017_2018/jornada/regular_a_7/,Valladolid - Córdoba en directo,4 - 1,segunda
https://resultados.as.com/resultados/futbol/segunda/2017_2018/jornada/regular_a_3/,Sevilla Atlético - Cultural en directo,1 - 2,segunda
https://resultados.as.com/resultados/futbol/segunda/2017_2018/jornada/regular_a_3/,Alcorcón - Albacete en directo,1 - 0,segunda
https://resultados.as.com/resultados/futbol/segunda/2017_2018/jornada/regular_a_6/,Huesca - Valladolid en directo,1 - 0,segunda
https://resultados.as.com/resultados/futbol/segunda/2017_2018/jornada/regular_a_6/,Rayo - Cultural en directo,3 - 1,segunda
https://resultados.as.com/resultados/futbol/segunda/2017_2018/jornada/regular_a_6/,Real Zaragoza - Gimnàstic en directo,1 - 1,segunda
https://resultados.as.com/resultados/futbol/segunda/2017_2018/jornada/regular_a_6/,Barcelona B - Lugo en directo,1 - 2,segunda
https://resultados.as.com/resultados/futbol/segunda/2017_2018/jornada/regular_a_7/,Alcorcón - Granada en directo,1 - 2,segunda
https://resultados.as.com/resultados/futbol/segunda/2017_2018/jornada/regular_a_7/,Huesca - Rayo en directo,2 - 1,segunda
https://resultados.as.com/resultados/futbol/segunda/2017_2018/jornada/regular_a_7/,Lugo - Tenerife en directo,1 - 0,segunda
https://resultados.as.com/resultados/futbol/segunda/2017_2018/jornada/regular_a_7/,Osasuna - Sporting en directo,2 - 0,segunda
https://resultados.as.com/resultados/futbol/segunda/2017_2018/jornada/regular_a_7/,Sevilla Atlético - Reus en directo,0 - 1,segunda
https://resultados.as.com/resultados/futbol/segunda/2017_2018/jornada/regular_a_7/,Oviedo - Real Zaragoza en directo,2 - 2,segunda
https://resultados.as.com/resultados/futbol/segunda/2017_2018/jornada/regular_a_7/,Gimnàstic - Barcelona B en directo,0 - 0,segunda
https://resultados.as.com/resultados/futbol/segunda/2017_2018/jornada/regular_a_11/,Osasuna - Barcelona B en directo,2 - 2,segunda
https://resultados.as.com/resultados/futbol/segunda/2017_2018/jornada/regular_a_12/,Real Zaragoza - Cultural en directo,0 - 0,segunda
https://resultados.as.com/resultados/futbol/segunda/2017_2018/jornada/regular_a_9/,Cultural - Sporting en directo,0 - 2,segunda
https://resultados.as.com/resultados/futbol/segunda/2017_2018/jornada/regular_a_11/,Huesca - Cádiz en directo,1 - 0,segunda
https://resultados.as.com/resultados/futbol/segunda/2017_2018/jornada/regular_a_11/,Lorca FC - Tenerife en directo,2 - 2,segunda
https://resultados.as.com/resultados/futbol/segunda/2017_2018/jornada/regular_a_11/,Numancia - Granada en directo,1 - 3,segunda
https://resultados.as.com/resultados/futbol/segunda/2017_2018/jornada/regular_a_11/,Sevilla Atlético - Real Zaragoza en directo,2 - 2,segunda
https://resultados.as.com/resultados/futbol/segunda/2017_2018/jornada/regular_a_11/,Almería - Reus en directo,0 - 1,segunda
https://resultados.as.com/resultados/futbol/segunda/2017_2018/jornada/regular_a_11/,Gimnàstic - Alcorcón en directo,0 - 3,segunda
https://resultados.as.com/resultados/futbol/segunda/2017_2018/jornada/regular_a_11/,Rayo - Sporting en directo,1 - 1,segunda
https://resultados.as.com/resultados/futbol/segunda/2017_2018/jornada/regular_a_11/,Oviedo - Córdoba en directo,2 - 0,segunda
https://resultados.as.com/resultados/futbol/segunda/2017_2018/jornada/regular_a_11/,Valladolid - Lugo en directo,2 - 2,segunda
https://resultados.as.com/resultados/futbol/segunda/2017_2018/jornada/regular_a_11/,Cultural - Albacete en directo,0 - 0,segunda
https://resultados.as.com/resultados/futbol/segunda/2017_2018/jornada/regular_a_12/,Albacete - Huesca en directo,0 - 0,segunda
https://resultados.as.com/resultados/futbol/segunda/2017_2018/jornada/regular_a_12/,Cádiz - Rayo en directo,0 - 0,segunda
https://resultados.as.com/resultados/futbol/segunda/2017_2018/jornada/regular_a_12/,Lugo - Gimnàstic en directo,1 - 0,segunda
https://resultados.as.com/resultados/futbol/segunda/2017_2018/jornada/regular_a_12/,Sporting - Almería en directo,2 - 0,segunda
https://resultados.as.com/resultados/futbol/segunda/2017_2018/jornada/regular_a_12/,Alcorcón - Oviedo en directo,2 - 0,segunda
https://resultados.as.com/resultados/futbol/segunda/2017_2018/jornada/regular_a_12/,Barcelona B - Sevilla Atlético en directo,1 - 1,segunda
