jornada,match,result,liga
https://resultados.as.com/resultados/futbol/segunda/2017_2018/jornada/regular_a_12/,Córdoba - Numancia en directo,1 - 1,segunda
https://resultados.as.com/resultados/futbol/segunda/2017_2018/jornada/regular_a_12/,Reus - Valladolid en directo,2 - 2,segunda
https://resultados.as.com/resultados/futbol/segunda/2017_2018/jornada/regular_a_12/,Tenerife - Osasuna en directo,0 - 0,segunda
https://resultados.as.com/resultados/futbol/segunda/2017_2018/jornada/regular_a_12/,Granada - Lorca FC en directo,4 - 1,segunda
https://resultados.as.com/resultados/futbol/segunda/2017_2018/jornada/regular_a_9/,Huesca - Reus en directo,1 - 1,segunda
https://resultados.as.com/resultados/futbol/segunda/2017_2018/jornada/regular_a_9/,Gimnàstic - Granada en directo,2 - 0,segunda
https://resultados.as.com/resultados/futbol/segunda/2017_2018/jornada/regular_a_9/,Lorca FC - Real Zaragoza en directo,0 - 2,segunda
https://resultados.as.com/resultados/futbol/segunda/2017_2018/jornada/regular_a_9/,Numancia - Barcelona B en directo,1 - 0,segunda
https://resultados.as.com/resultados/futbol/segunda/2017_2018/jornada/regular_a_9/,Oviedo - Tenerife en directo,1 - 1,segunda
https://resultados.as.com/resultados/futbol/segunda/2017_2018/jornada/regular_a_9/,Sevilla Atlético - Cádiz en directo,0 - 0,segunda
https://resultados.as.com/resultados/futbol/segunda/2017_2018/jornada/regular_a_9/,Lugo - Córdoba en directo,2 - 0,segunda
https://resultados.as.com/resultados/futbol/segunda/2017_2018/jornada/regular_a_9/,Osasuna - Albacete en directo,1 - 0,segunda
https://resultados.as.com/resultados/futbol/segunda/2017_2018/jornada/regular_a_9/,Rayo - Almería en directo,1 - 0,segunda
https://resultados.as.com/resultados/futbol/segunda/2017_2018/jornada/regular_a_9/,Valladolid - Alcorcón en directo,4 - 0,segunda
https://resultados.as.com/resultados/futbol/segunda/2017_2018/jornada/regular_a_13/,Numancia - Alcorcón en directo,1 - 0,segunda
https://resultados.as.com/resultados/futbol/segunda/2017_2018/jornada/regular_a_10/,Sporting - Huesca en directo,1 - 1,segunda
https://resultados.as.com/resultados/futbol/segunda/2017_2018/jornada/regular_a_13/,Lorca FC - Córdoba en directo,1 - 0,segunda
https://resultados.as.com/resultados/futbol/segunda/2017_2018/jornada/regular_a_13/,Rayo - Albacete en directo,1 - 1,segunda
https://resultados.as.com/resultados/futbol/segunda/2017_2018/jornada/regular_a_13/,Reus - Sporting en directo,1 - 0,segunda
https://resultados.as.com/resultados/futbol/segunda/2017_2018/jornada/regular_a_13/,Sevilla Atlético - Tenerife en directo,1 - 1,segunda
https://resultados.as.com/resultados/futbol/segunda/2017_2018/jornada/regular_a_13/,Almería - Cádiz en directo,0 - 2,segunda
https://resultados.as.com/resultados/futbol/segunda/2017_2018/jornada/regular_a_13/,Cultural - Barcelona B en directo,1 - 1,segunda
https://resultados.as.com/resultados/futbol/segunda/2017_2018/jornada/regular_a_13/,Osasuna - Granada en directo,0 - 0,segunda
https://resultados.as.com/resultados/futbol/segunda/2017_2018/jornada/regular_a_13/,Oviedo - Lugo en directo,3 - 2,segunda
https://resultados.as.com/resultados/futbol/segunda/2017_2018/jornada/regular_a_13/,Valladolid - Gimnàstic en directo,0 - 3,segunda
https://resultados.as.com/resultados/futbol/segunda/2017_2018/jornada/regular_a_13/,Huesca - Real Zaragoza en directo,3 - 1,segunda
https://resultados.as.com/resultados/futbol/segunda/2017_2018/jornada/regular_a_15/,Almería - Real Zaragoza en directo,3 - 0,segunda
https://resultados.as.com/resultados/futbol/segunda/2017_2018/jornada/regular_a_10/,Barcelona B - Lorca FC en directo,1 - 0,segunda
https://resultados.as.com/resultados/futbol/segunda/2017_2018/jornada/regular_a_10/,Cádiz - Cultural en directo,2 - 2,segunda
https://resultados.as.com/resultados/futbol/segunda/2017_2018/jornada/regular_a_10/,Granada - Oviedo en directo,2 - 0,segunda
https://resultados.as.com/resultados/futbol/segunda/2017_2018/jornada/regular_a_10/,Tenerife - Numancia en directo,1 - 1,segunda
https://resultados.as.com/resultados/futbol/segunda/2017_2018/jornada/regular_a_10/,Albacete - Sevilla Atlético en directo,2 - 1,segunda
https://resultados.as.com/resultados/futbol/segunda/2017_2018/jornada/regular_a_10/,Almería - Valladolid en directo,1 - 1,segunda
https://resultados.as.com/resultados/futbol/segunda/2017_2018/jornada/regular_a_10/,Córdoba - Gimnàstic en directo,1 - 5,segunda
https://resultados.as.com/resultados/futbol/segunda/2017_2018/jornada/regular_a_10/,Real Zaragoza - Osasuna en directo,1 - 1,segunda
https://resultados.as.com/resultados/futbol/segunda/2017_2018/jornada/regular_a_10/,Reus - Rayo en directo,0 - 2,segunda
https://resultados.as.com/resultados/futbol/segunda/2017_2018/jornada/regular_a_10/,Alcorcón - Lugo en directo,0 - 1,segunda
https://resultados.as.com/resultados/futbol/segunda/2017_2018/jornada/regular_a_15/,Huesca - Tenerife en directo,3 - 0,segunda
https://resultados.as.com/resultados/futbol/segunda/2017_2018/jornada/regular_a_15/,Lorca FC - Lugo en directo,1 - 2,segunda
https://resultados.as.com/resultados/futbol/segunda/2017_2018/jornada/regular_a_15/,Valladolid - Oviedo en directo,3 - 1,segunda
https://resultados.as.com/resultados/futbol/segunda/2017_2018/jornada/regular_a_15/,Reus - Albacete en directo,1 - 1,segunda
https://resultados.as.com/resultados/futbol/segunda/2017_2018/jornada/regular_a_15/,Cultural - Granada en directo,1 - 1,segunda
https://resultados.as.com/resultados/futbol/segunda/2017_2018/jornada/regular_a_15/,Numancia - Gimnàstic en directo,1 - 2,segunda
https://resultados.as.com/resultados/futbol/segunda/2017_2018/jornada/regular_a_15/,Osasuna - Alcorcón en directo,2 - 3,segunda
https://resultados.as.com/resultados/futbol/segunda/2017_2018/jornada/regular_a_15/,Rayo - Barcelona B en directo,1 - 0,segunda
https://resultados.as.com/resultados/futbol/segunda/2017_2018/jornada/regular_a_15/,Sevilla Atlético - Córdoba en directo,1 - 1,segunda
https://resultados.as.com/resultados/futbol/segunda/2017_2018/jornada/regular_a_15/,Sporting - Cádiz en directo,0 - 3,segunda
https://resultados.as.com/resultados/futbol/segunda/2017_2018/jornada/regular_a_14/,Córdoba - Osasuna en directo,0 - 1,segunda
https://resultados.as.com/resultados/futbol/segunda/2017_2018/jornada/regular_a_16/,Tenerife - Rayo en directo,2 - 2,segunda
https://resultados.as.com/resultados/futbol/segunda/2017_2018/jornada/regular_a_14/,Albacete - Almería en directo,2 - 0,segunda
https://resultados.as.com/resultados/futbol/segunda/2017_2018/jornada/regular_a_14/,Alcorcón - Lorca FC en directo,1 - 1,segunda
https://resultados.as.com/resultados/futbol/segunda/2017_2018/jornada/regular_a_14/,Barcelona B - Huesca en directo,0 - 2,segunda
https://resultados.as.com/resultados/futbol/segunda/2017_2018/jornada/regular_a_14/,Real Zaragoza - Rayo en directo,3 - 2,segunda
https://resultados.as.com/resultados/futbol/segunda/2017_2018/jornada/regular_a_14/,Tenerife - Cultural en directo,2 - 0,segunda
https://resultados.as.com/resultados/futbol/segunda/2017_2018/jornada/regular_a_14/,Gimnàstic - Oviedo en directo,1 - 2,segunda
https://resultados.as.com/resultados/futbol/segunda/2017_2018/jornada/regular_a_14/,Granada - Sevilla Atlético en directo,1 - 2,segunda
https://resultados.as.com/resultados/futbol/segunda/2017_2018/jornada/regular_a_14/,Lugo - Numancia en directo,0 - 1,segunda
https://resultados.as.com/resultados/futbol/segunda/2017_2018/jornada/regular_a_14/,Sporting - Valladolid en directo,1 - 1,segunda
https://resultados.as.com/resultados/futbol/segunda/2017_2018/jornada/regular_a_14/,Cádiz - Reus en directo,1 - 0,segunda
https://resultados.as.com/resultados/futbol/segunda/2017_2018/jornada/regular_a_16/,Alcorcón - Sevilla Atlético en directo,0 - 0,segunda
https://resultados.as.com/resultados/futbol/segunda/2017_2018/jornada/regular_a_16/,Cádiz - Valladolid en directo,1 - 0,segunda
https://resultados.as.com/resultados/futbol/segunda/2017_2018/jornada/regular_a_16/,Gimnàstic - Lorca FC en directo,0 - 2,segunda
https://resultados.as.com/resultados/futbol/segunda/2017_2018/jornada/regular_a_16/,Oviedo - Numancia en directo,3 - 1,segunda
https://resultados.as.com/resultados/futbol/segunda/2017_2018/jornada/regular_a_16/,Real Zaragoza - Reus en directo,0 - 0,segunda
https://resultados.as.com/resultados/futbol/segunda/2017_2018/jornada/regular_a_16/,Albacete - Sporting en directo,2 - 2,segunda
https://resultados.as.com/resultados/futbol/segunda/2017_2018/jornada/regular_a_16/,Barcelona B - Almería en directo,1 - 1,segunda
https://resultados.as.com/resultados/futbol/segunda/2017_2018/jornada/regular_a_16/,Córdoba - Cultural en directo,2 - 2,segunda
https://resultados.as.com/resultados/futbol/segunda/2017_2018/jornada/regular_a_16/,Granada - Huesca en directo,2 - 0,segunda
https://resultados.as.com/resultados/futbol/segunda/2017_2018/jornada/regular_a_16/,Lugo - Osasuna en directo,1 - 0,segunda
https://resultados.as.com/resultados/futbol/segunda/2017_2018/jornada/regular_a_17/,Huesca - Córdoba en directo,3 - 1,segunda
https://resultados.as.com/resultados/futbol/segunda/2017_2018/jornada/regular_a_17/,Lorca FC - Oviedo en directo,0 - 2,segunda
https://resultados.as.com/resultados/futbol/segunda/2017_2018/jornada/regular_a_17/,Rayo - Granada en directo,1 - 0,segunda
https://resultados.as.com/resultados/futbol/segunda/2017_2018/jornada/regular_a_17/,Reus - Barcelona B en directo,2 - 1,segunda
https://resultados.as.com/resultados/futbol/segunda/2017_2018/jornada/regular_a_17/,Almería - Tenerife en directo,2 - 1,segunda
https://resultados.as.com/resultados/futbol/segunda/2017_2018/jornada/regular_a_17/,Cultural - Alcorcón en directo,2 - 2,segunda
https://resultados.as.com/resultados/futbol/segunda/2017_2018/jornada/regular_a_17/,Cádiz - Albacete en directo,2 - 0,segunda
https://resultados.as.com/resultados/futbol/segunda/2017_2018/jornada/regular_a_17/,Valladolid - Numancia en directo,2 - 3,segunda
https://resultados.as.com/resultados/futbol/segunda/2017_2018/jornada/regular_a_17/,Sevilla Atlético - Lugo en directo,1 - 1,segunda
https://resultados.as.com/resultados/futbol/segunda/2017_2018/jornada/regular_a_17/,Sporting - Real Zaragoza en directo,0 - 1,segunda
https://resultados.as.com/resultados/futbol/segunda/2017_2018/jornada/regular_a_17/,Osasuna - Gimnàstic en directo,0 - 2,segunda
https://resultados.as.com/resultados/futbol/segunda/2017_2018/jornada/regular_a_21/,Cádiz - Granada en directo,1 - 0,segunda
https://resultados.as.com/resultados/futbol/segunda/2017_2018/jornada/regular_a_21/,Rayo - Gimnàstic en directo,2 - 3,segunda
https://resultados.as.com/resultados/futbol/segunda/2017_2018/jornada/regular_a_21/,Real Zaragoza - Barcelona B en directo,1 - 1,segunda
https://resultados.as.com/resultados/futbol/segunda/2017_2018/jornada/regular_a_21/,Reus - Alcorcón en directo,1 - 1,segunda
https://resultados.as.com/resultados/futbol/segunda/2017_2018/jornada/regular_a_21/,Sporting - Córdoba en directo,3 - 2,segunda
https://resultados.as.com/resultados/futbol/segunda/2017_2018/jornada/regular_a_21/,Albacete - Tenerife en directo,1 - 2,segunda
https://resultados.as.com/resultados/futbol/segunda/2017_2018/jornada/regular_a_21/,Almería - Lugo en directo,1 - 0,segunda
https://resultados.as.com/resultados/futbol/segunda/2017_2018/jornada/regular_a_21/,Cultural - Numancia en directo,2 - 2,segunda
https://resultados.as.com/resultados/futbol/segunda/2017_2018/jornada/regular_a_21/,Huesca - Oviedo en directo,1 - 1,segunda
https://resultados.as.com/resultados/futbol/segunda/2017_2018/jornada/regular_a_21/,Osasuna - Valladolid en directo,4 - 2,segunda
https://resultados.as.com/resultados/futbol/segunda/2017_2018/jornada/regular_a_21/,Sevilla Atlético - Lorca FC en directo,3 - 2,segunda
https://resultados.as.com/resultados/futbol/segunda/2017_2018/jornada/regular_a_18/,Barcelona B - Sporting en directo,2 - 1,segunda
https://resultados.as.com/resultados/futbol/segunda/2017_2018/jornada/regular_a_18/,Granada - Almería en directo,3 - 2,segunda
https://resultados.as.com/resultados/futbol/segunda/2017_2018/jornada/regular_a_18/,Albacete - Valladolid en directo,2 - 1,segunda
https://resultados.as.com/resultados/futbol/segunda/2017_2018/jornada/regular_a_18/,Alcorcón - Huesca en directo,1 - 1,segunda
https://resultados.as.com/resultados/futbol/segunda/2017_2018/jornada/regular_a_18/,Numancia - Lorca FC en directo,1 - 0,segunda
https://resultados.as.com/resultados/futbol/segunda/2017_2018/jornada/regular_a_18/,Real Zaragoza - Cádiz en directo,0 - 2,segunda
https://resultados.as.com/resultados/futbol/segunda/2017_2018/jornada/regular_a_18/,Córdoba - Rayo en directo,2 - 2,segunda
https://resultados.as.com/resultados/futbol/segunda/2017_2018/jornada/regular_a_18/,Gimnàstic - Sevilla Atlético en directo,2 - 1,segunda
https://resultados.as.com/resultados/futbol/segunda/2017_2018/jornada/regular_a_18/,Lugo - Cultural en directo,3 - 1,segunda
https://resultados.as.com/resultados/futbol/segunda/2017_2018/jornada/regular_a_18/,Oviedo - Osasuna en directo,1 - 0,segunda
https://resultados.as.com/resultados/futbol/segunda/2017_2018/jornada/regular_a_18/,Tenerife - Reus en directo,3 - 0,segunda
https://resultados.as.com/resultados/futbol/segunda/2017_2018/jornada/regular_a_24/,Real Zaragoza - Córdoba en directo,1 - 0,segunda
https://resultados.as.com/resultados/futbol/segunda/2017_2018/jornada/regular_a_24/,Albacete - Alcorcón en directo,2 - 0,segunda
https://resultados.as.com/resultados/futbol/segunda/2017_2018/jornada/regular_a_24/,Barcelona B - Granada en directo,3 - 0,segunda
https://resultados.as.com/resultados/futbol/segunda/2017_2018/jornada/regular_a_24/,Cádiz - Lugo en directo,1 - 1,segunda
https://resultados.as.com/resultados/futbol/segunda/2017_2018/jornada/regular_a_24/,Rayo - Lorca FC en directo,5 - 1,segunda
https://resultados.as.com/resultados/futbol/segunda/2017_2018/jornada/regular_a_24/,Reus - Oviedo en directo,0 - 0,segunda
https://resultados.as.com/resultados/futbol/segunda/2017_2018/jornada/regular_a_24/,Almería - Numancia en directo,0 - 0,segunda
https://resultados.as.com/resultados/futbol/segunda/2017_2018/jornada/regular_a_24/,Cultural - Sevilla Atlético en directo,2 - 1,segunda
https://resultados.as.com/resultados/futbol/segunda/2017_2018/jornada/regular_a_24/,Huesca - Osasuna en directo,1 - 0,segunda
https://resultados.as.com/resultados/futbol/segunda/2017_2018/jornada/regular_a_24/,Sporting - Gimnàstic en directo,2 - 0,segunda
https://resultados.as.com/resultados/futbol/segunda/2017_2018/jornada/regular_a_24/,Tenerife - Valladolid en directo,0 - 0,segunda
https://resultados.as.com/resultados/futbol/segunda/2017_2018/jornada/regular_a_23/,Granada - Real Zaragoza en directo,2 - 1,segunda
https://resultados.as.com/resultados/futbol/segunda/2017_2018/jornada/regular_a_20/,Barcelona B - Albacete en directo,0 - 1,segunda
https://resultados.as.com/resultados/futbol/segunda/2017_2018/jornada/regular_a_23/,Córdoba - Albacete en directo,1 - 0,segunda
https://resultados.as.com/resultados/futbol/segunda/2017_2018/jornada/regular_a_23/,Lorca FC - Huesca en directo,2 - 3,segunda
https://resultados.as.com/resultados/futbol/segunda/2017_2018/jornada/regular_a_23/,Lugo - Sporting en directo,3 - 1,segunda
https://resultados.as.com/resultados/futbol/segunda/2017_2018/jornada/regular_a_23/,Oviedo - Almería en directo,2 - 1,segunda
https://resultados.as.com/resultados/futbol/segunda/2017_2018/jornada/regular_a_23/,Valladolid - Sevilla Atlético en directo,1 - 0,segunda
https://resultados.as.com/resultados/futbol/segunda/2017_2018/jornada/regular_a_23/,Alcorcón - Cádiz en directo,1 - 0,segunda
https://resultados.as.com/resultados/futbol/segunda/2017_2018/jornada/regular_a_23/,Gimnàstic - Reus en directo,1 - 2,segunda
https://resultados.as.com/resultados/futbol/segunda/2017_2018/jornada/regular_a_23/,Numancia - Rayo en directo,0 - 0,segunda
https://resultados.as.com/resultados/futbol/segunda/2017_2018/jornada/regular_a_23/,Osasuna - Cultural en directo,2 - 1,segunda
https://resultados.as.com/resultados/futbol/segunda/2017_2018/jornada/regular_a_23/,Tenerife - Barcelona B en directo,1 - 3,segunda
https://resultados.as.com/resultados/futbol/segunda/2017_2018/jornada/regular_a_19/,Cádiz - Barcelona B en directo,3 - 1,segunda
https://resultados.as.com/resultados/futbol/segunda/2017_2018/jornada/regular_a_20/,Valladolid - Real Zaragoza en directo,3 - 2,segunda
https://resultados.as.com/resultados/futbol/segunda/2017_2018/jornada/regular_a_20/,Córdoba - Reus en directo,5 - 0,segunda
https://resultados.as.com/resultados/futbol/segunda/2017_2018/jornada/regular_a_20/,Granada - Sporting en directo,2 - 1,segunda
https://resultados.as.com/resultados/futbol/segunda/2017_2018/jornada/regular_a_20/,Lorca FC - Osasuna en directo,0 - 1,segunda
https://resultados.as.com/resultados/futbol/segunda/2017_2018/jornada/regular_a_20/,Numancia - Sevilla Atlético en directo,3 - 0,segunda
https://resultados.as.com/resultados/futbol/segunda/2017_2018/jornada/regular_a_20/,Tenerife - Cádiz en directo,1 - 1,segunda
https://resultados.as.com/resultados/futbol/segunda/2017_2018/jornada/regular_a_20/,Alcorcón - Almería en directo,2 - 0,segunda
https://resultados.as.com/resultados/futbol/segunda/2017_2018/jornada/regular_a_20/,Lugo - Rayo en directo,1 - 2,segunda
https://resultados.as.com/resultados/futbol/segunda/2017_2018/jornada/regular_a_20/,Gimnàstic - Huesca en directo,1 - 2,segunda
https://resultados.as.com/resultados/futbol/segunda/2017_2018/jornada/regular_a_20/,Oviedo - Cultural en directo,3 - 0,segunda
https://resultados.as.com/resultados/futbol/segunda/2017_2018/jornada/regular_a_19/,Albacete - Real Zaragoza en directo,0 - 0,segunda
https://resultados.as.com/resultados/futbol/segunda/2017_2018/jornada/regular_a_19/,Almería - Córdoba en directo,1 - 0,segunda
https://resultados.as.com/resultados/futbol/segunda/2017_2018/jornada/regular_a_19/,Osasuna - Numancia en directo,2 - 2,segunda
https://resultados.as.com/resultados/futbol/segunda/2017_2018/jornada/regular_a_19/,Valladolid - Lorca FC en directo,3 - 0,segunda
https://resultados.as.com/resultados/futbol/segunda/2017_2018/jornada/regular_a_19/,Reus - Granada en directo,0 - 0,segunda
https://resultados.as.com/resultados/futbol/segunda/2017_2018/jornada/regular_a_19/,Cultural - Gimnàstic en directo,2 - 0,segunda
https://resultados.as.com/resultados/futbol/segunda/2017_2018/jornada/regular_a_19/,Huesca - Lugo en directo,3 - 0,segunda
https://resultados.as.com/resultados/futbol/segunda/2017_2018/jornada/regular_a_19/,Rayo - Alcorcón en directo,2 - 1,segunda
https://resultados.as.com/resultados/futbol/segunda/2017_2018/jornada/regular_a_19/,Sevilla Atlético - Oviedo en directo,0 - 1,segunda
https://resultados.as.com/resultados/futbol/segunda/2017_2018/jornada/regular_a_19/,Sporting - Tenerife en directo,3 - 0,segunda
https://resultados.as.com/resultados/futbol/segunda/2017_2018/jornada/regular_a_22/,Rayo - Oviedo en directo,2 - 2,segunda
https://resultados.as.com/resultados/futbol/segunda/2017_2018/jornada/regular_a_25/,Osasuna - Rayo en directo,1 - 1,segunda
https://resultados.as.com/resultados/futbol/segunda/2017_2018/jornada/regular_a_22/,Almería - Gimnàstic en directo,1 - 1,segunda
https://resultados.as.com/resultados/futbol/segunda/2017_2018/jornada/regular_a_22/,Barcelona B - Valladolid en directo,0 - 1,segunda
https://resultados.as.com/resultados/futbol/segunda/2017_2018/jornada/regular_a_22/,Real Zaragoza - Tenerife en directo,1 - 0,segunda
https://resultados.as.com/resultados/futbol/segunda/2017_2018/jornada/regular_a_22/,Reus - Lugo en directo,0 - 1,segunda
https://resultados.as.com/resultados/futbol/segunda/2017_2018/jornada/regular_a_22/,Sporting - Alcorcón en directo,3 - 0,segunda
https://resultados.as.com/resultados/futbol/segunda/2017_2018/jornada/regular_a_22/,Albacete - Granada en directo,2 - 1,segunda
https://resultados.as.com/resultados/futbol/segunda/2017_2018/jornada/regular_a_22/,Cultural - Lorca FC en directo,2 - 1,segunda
https://resultados.as.com/resultados/futbol/segunda/2017_2018/jornada/regular_a_22/,Cádiz - Córdoba en directo,2 - 0,segunda
https://resultados.as.com/resultados/futbol/segunda/2017_2018/jornada/regular_a_22/,Huesca - Numancia en directo,2 - 1,segunda
https://resultados.as.com/resultados/futbol/segunda/2017_2018/jornada/regular_a_22/,Sevilla Atlético - Osasuna en directo,0 - 1,segunda
https://resultados.as.com/resultados/futbol/segunda/2017_2018/jornada/regular_a_25/,Alcorcón - Real Zaragoza en directo,1 - 1,segunda
https://resultados.as.com/resultados/futbol/segunda/2017_2018/jornada/regular_a_25/,Gimnàstic - Cádiz en directo,0 - 0,segunda
https://resultados.as.com/resultados/futbol/segunda/2017_2018/jornada/regular_a_25/,Granada - Tenerife en directo,2 - 1,segunda
https://resultados.as.com/resultados/futbol/segunda/2017_2018/jornada/regular_a_25/,Lorca FC - Almería en directo,1 - 2,segunda
https://resultados.as.com/resultados/futbol/segunda/2017_2018/jornada/regular_a_25/,Valladolid - Cultural en directo,3 - 2,segunda
https://resultados.as.com/resultados/futbol/segunda/2017_2018/jornada/regular_a_25/,Córdoba - Barcelona B en directo,1 - 2,segunda
https://resultados.as.com/resultados/futbol/segunda/2017_2018/jornada/regular_a_25/,Lugo - Albacete en directo,1 - 1,segunda
https://resultados.as.com/resultados/futbol/segunda/2017_2018/jornada/regular_a_25/,Numancia - Reus en directo,1 - 0,segunda
https://resultados.as.com/resultados/futbol/segunda/2017_2018/jornada/regular_a_25/,Oviedo - Sporting en directo,2 - 1,segunda
https://resultados.as.com/resultados/futbol/segunda/2017_2018/jornada/regular_a_25/,Sevilla Atlético - Huesca en directo,0 - 1,segunda
https://resultados.as.com/resultados/futbol/segunda/2017_2018/jornada/regular_a_27/,Valladolid - Huesca en directo,3 - 2,segunda
https://resultados.as.com/resultados/futbol/segunda/2017_2018/jornada/regular_a_27/,Alcorcón - Tenerife en directo,1 - 1,segunda
https://resultados.as.com/resultados/futbol/segunda/2017_2018/jornada/regular_a_27/,Gimnàstic - Real Zaragoza en directo,0 - 2,segunda
https://resultados.as.com/resultados/futbol/segunda/2017_2018/jornada/regular_a_27/,Lorca FC - Sporting en directo,0 - 0,segunda
https://resultados.as.com/resultados/futbol/segunda/2017_2018/jornada/regular_a_27/,Osasuna - Reus en directo,0 - 0,segunda
https://resultados.as.com/resultados/futbol/segunda/2017_2018/jornada/regular_a_27/,Oviedo - Albacete en directo,0 - 0,segunda
https://resultados.as.com/resultados/futbol/segunda/2017_2018/jornada/regular_a_27/,Cultural - Rayo en directo,2 - 3,segunda
https://resultados.as.com/resultados/futbol/segunda/2017_2018/jornada/regular_a_27/,Córdoba - Granada en directo,1 - 2,segunda
https://resultados.as.com/resultados/futbol/segunda/2017_2018/jornada/regular_a_27/,Lugo - Barcelona B en directo,1 - 2,segunda
https://resultados.as.com/resultados/futbol/segunda/2017_2018/jornada/regular_a_27/,Numancia - Cádiz en directo,1 - 0,segunda
https://resultados.as.com/resultados/futbol/segunda/2017_2018/jornada/regular_a_27/,Sevilla Atlético - Almería en directo,0 - 3,segunda
https://resultados.as.com/resultados/futbol/segunda/2017_2018/jornada/regular_a_26/,Granada - Valladolid en directo,1 - 0,segunda
https://resultados.as.com/resultados/futbol/segunda/2017_2018/jornada/regular_a_26/,Almería - Osasuna en directo,0 - 1,segunda
https://resultados.as.com/resultados/futbol/segunda/2017_2018/jornada/regular_a_26/,Barcelona B - Alcorcón en directo,0 - 1,segunda
https://resultados.as.com/resultados/futbol/segunda/2017_2018/jornada/regular_a_26/,Cádiz - Oviedo en directo,2 - 1,segunda
https://resultados.as.com/resultados/futbol/segunda/2017_2018/jornada/regular_a_26/,Sporting - Numancia en directo,2 - 0,segunda
https://resultados.as.com/resultados/futbol/segunda/2017_2018/jornada/regular_a_26/,Albacete - Gimnàstic en directo,0 - 1,segunda
https://resultados.as.com/resultados/futbol/segunda/2017_2018/jornada/regular_a_26/,Huesca - Cultural en directo,1 - 0,segunda
https://resultados.as.com/resultados/futbol/segunda/2017_2018/jornada/regular_a_26/,Rayo - Sevilla Atlético en directo,2 - 0,segunda
https://resultados.as.com/resultados/futbol/segunda/2017_2018/jornada/regular_a_26/,Real Zaragoza - Lugo en directo,2 - 0,segunda
https://resultados.as.com/resultados/futbol/segunda/2017_2018/jornada/regular_a_26/,Reus - Lorca FC en directo,3 - 0,segunda
https://resultados.as.com/resultados/futbol/segunda/2017_2018/jornada/regular_a_26/,Tenerife - Córdoba en directo,5 - 1,segunda
https://resultados.as.com/resultados/futbol/segunda/2017_2018/jornada/regular_a_28/,Sporting - Osasuna en directo,2 - 0,segunda
https://resultados.as.com/resultados/futbol/segunda/2017_2018/jornada/regular_a_31/,Sevilla Atlético - Albacete en directo,1 - 2,segunda
https://resultados.as.com/resultados/futbol/segunda/2017_2018/jornada/regular_a_28/,Almería - Cultural en directo,2 - 1,segunda
https://resultados.as.com/resultados/futbol/segunda/2017_2018/jornada/regular_a_28/,Barcelona B - Gimnàstic en directo,1 - 1,segunda
https://resultados.as.com/resultados/futbol/segunda/2017_2018/jornada/regular_a_28/,Cádiz - Lorca FC en directo,0 - 0,segunda
https://resultados.as.com/resultados/futbol/segunda/2017_2018/jornada/regular_a_28/,Rayo - Huesca en directo,3 - 0,segunda
https://resultados.as.com/resultados/futbol/segunda/2017_2018/jornada/regular_a_28/,Albacete - Numancia en directo,1 - 0,segunda
https://resultados.as.com/resultados/futbol/segunda/2017_2018/jornada/regular_a_28/,Córdoba - Valladolid en directo,2 - 1,segunda
https://resultados.as.com/resultados/futbol/segunda/2017_2018/jornada/regular_a_28/,Granada - Alcorcón en directo,2 - 0,segunda
https://resultados.as.com/resultados/futbol/segunda/2017_2018/jornada/regular_a_28/,Real Zaragoza - Oviedo en directo,2 - 1,segunda
https://resultados.as.com/resultados/futbol/segunda/2017_2018/jornada/regular_a_28/,Reus - Sevilla Atlético en directo,2 - 0,segunda
https://resultados.as.com/resultados/futbol/segunda/2017_2018/jornada/regular_a_28/,Tenerife - Lugo en directo,3 - 1,segunda
https://resultados.as.com/resultados/futbol/segunda/2017_2018/jornada/regular_a_31/,Cultural - Cádiz en directo,0 - 1,segunda
https://resultados.as.com/resultados/futbol/segunda/2017_2018/jornada/regular_a_31/,Lorca FC - Barcelona B en directo,1 - 1,segunda
https://resultados.as.com/resultados/futbol/segunda/2017_2018/jornada/regular_a_31/,Lugo - Alcorcón en directo,2 - 1,segunda
https://resultados.as.com/resultados/futbol/segunda/2017_2018/jornada/regular_a_31/,Osasuna - Real Zaragoza en directo,1 - 2,segunda
https://resultados.as.com/resultados/futbol/segunda/2017_2018/jornada/regular_a_31/,Gimnàstic - Córdoba en directo,0 - 2,segunda
https://resultados.as.com/resultados/futbol/segunda/2017_2018/jornada/regular_a_31/,Numancia - Tenerife en directo,2 - 0,segunda
https://resultados.as.com/resultados/futbol/segunda/2017_2018/jornada/regular_a_31/,Rayo - Reus en directo,3 - 2,segunda
https://resultados.as.com/resultados/futbol/segunda/2017_2018/jornada/regular_a_31/,Oviedo - Granada en directo,2 - 1,segunda
https://resultados.as.com/resultados/futbol/segunda/2017_2018/jornada/regular_a_31/,Valladolid - Almería en directo,2 - 1,segunda
https://resultados.as.com/resultados/futbol/segunda/2017_2018/jornada/regular_a_31/,Huesca - Sporting en directo,0 - 2,segunda
https://resultados.as.com/resultados/futbol/segunda/2017_2018/jornada/regular_a_30/,Tenerife - Oviedo en directo,3 - 1,segunda
https://resultados.as.com/resultados/futbol/segunda/2017_2018/jornada/regular_a_30/,Alcorcón - Valladolid en directo,0 - 0,segunda
https://resultados.as.com/resultados/futbol/segunda/2017_2018/jornada/regular_a_30/,Almería - Rayo en directo,0 - 1,segunda
